time_s,worst_user_sinr_db
0.0,-120.0
10.0,-120.0
20.0,-120.0
30.0,-120.0
40.0,-120.0
50.0,-120.0
60.0,-120.0
70.0,-120.0
80.0,-120.0
90.0,-120.0
100.0,-120.0
110.0,-120.0
120.0,-120.0
130.0,-120.0
140.0,-120.0
150.0,-120.0
160.0,-120.0
170.0,-120.0
180.0,-120.0
190.0,-120.0
200.0,-120.0
210.0,-120.0
220.0,-120.0
230.0,-120.0
240.0,-120.0
250.0,-120.0
260.0,-120.0
270.0,-120.0
280.0,-120.0
290.0,-120.0
300.0,-120.0
310.0,-120.0
320.0,-120.0
330.0,-120.0
340.0,-120.0
350.0,-120.0
360.0,-120.0
370.0,-120.0
380.0,-120.0
390.0,-120.0
400.0,-120.0
410.0,-120.0
420.0,-120.0
430.0,-120.0
440.0,-120.0
450.0,-120.0
460.0,-120.0
470.0,-120.0
480.0,-120.0
490.0,-120.0
500.0,-120.0
510.0,-120.0
520.0,-120.0
530.0,-120.0
540.0,-120.0
550.0,-120.0
560.0,-120.0
570.0,-120.0
580.0,-120.0
590.0,-120.0
600.0,-120.0
